key,question,options,num options,question type,factual,Wave,Personal and social identity,Science and technology,National / political issues,Coded?
NOGOVTHC_W92,Should the government,"['Not be involved in providing health insurance at all', 'Continue programs like Medicare and Medicaid for seniors and the very poor', 'Refused']",3,bi-statement,FALSE,W92,0,0,1,L
DIFFPARTY_W92,"Thinking about the Democratic and Republican parties, would you say there is","['A great deal of difference in what they stand for', 'A fair amount of difference in what they stand for', 'Hardly any difference at all in what they stand for', 'Refused']",4,multi-goldilocks,FALSE,W92,0,0,1,L
USEXCEPT_W92,Which of these statements best describes your opinion about the United States?,"['The U.S. stands above all other countries in the world', 'The U.S. is one of the greatest countries in the world, along with some others', 'There are other countries that are better than the U.S.', 'Refused']",4,multi-statement,FALSE,W92,0,0,1,L
POORASSIST_W92,"Thinking about assistance the government provides to people in need, do you think the government","['Should provide more assistance', 'Should provide less assistance', 'Is providing about the right amount of assistance', 'Refused']",4,multi-goldilocks,FALSE,W92,0,0,1,L
POLICY3MOD_W92,"In general, would you say experts who study a subject for many years are","['Usually better at making good policy decisions about that subject than other people', 'Usually worse at making good policy decisions about that subject than other people', 'neither better nor worse at making good policy decisions about that subject than other people', 'Refused']",4,multi-goldilocks,FALSE,W92,0,0,1,L
BILLION_W92,Do you think the fact that there are some people in this country who have personal fortunes of a billion dollars or more is,"['A good thing for the country', 'A bad thing for the country', 'Neither a good thing or a bad thing', 'Refused']",4,multi-goldilocks,FALSE,W92,0,0,1,L
CRIM_SENT2_W92,"Overall, would you say people who are convicted of crimes in this country serve","['Too much time in prison', 'Too little time in prison', 'About the right amount of time in prison', 'Refused']",4,multi-goldilocks,FALSE,W92,0,0,1,L
PROG_RRETRO_W92,"How much progress, if any, do you think the country has made over the last 50 years toward ensuring equal rights for all Americans regardless of their racial or ethnic backgrounds?","['A lot', 'A little', 'None at all', 'Refused']",4,multi-tier,FALSE,W92,1,0,0,L
PROG_RNEED_W92,"How much more, if anything, needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds?","['A lot', 'A little', 'Nothing at all', 'Refused']",4,multi-tier,FALSE,W92,1,0,0,L
CNTRYFAIR_W92,Please choose the statement that comes closer to your own views.,"['Other countries generally treat the United States about as fairly as we treat them', 'Other countries often take unfair advantage of the United States', 'Refused']",3,bi-statement,FALSE,W92,0,0,1,L
TRANSGEND3_W29,Which of the following statements comes closer to your feelings?,"['Our society has gone too far in accepting people who are transgender', 'Our society has not gone far enough in accepting people who are transgender', 'Our society has been about right when it comes to accepting people who are transgender', 'Refused']",4,bi-statement,FALSE,W29,1,0,0,L
HAPPENhF1_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? People 65 and older will have a better/worse standard of living","['People 65 and older will have a better standard of living', 'People 65 and older will have a worse standard of living', 'Refused']",3,bi-polarity,FALSE,W41,1,0,0,L
RACESURV6_W43,"When it comes to racial discrimination, which do you think is the bigger problem for the country today?","['People seeing racial discrimination where it really does not exist', 'People not seeing racial discrimination where it really does exist', 'Refused']",3,bi-statement,FALSE,W43,1,0,0,L
POOREASY_W53,Please choose the statement that comes closer to your own views.,"['Poor people today have it easy because they can get government benefits without doing anything in return', ""Poor people have hard lives because government benefits don't go far enough to help them live decently"", 'Refused']",3,bi-statement,FALSE,W53,0,0,1,L
INSTN_CHR_W92,Are churches and religious organizations having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']",3,bi-polarity,FALSE,W92,1,0,0,L
INSTN_CLGS_W92,Are colleges and universities having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']",3,bi-polarity,FALSE,W92,1,0,0,L
INSTN_LGECRP_W92,Are large corporations having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']",3,bi-polarity,FALSE,W92,1,0,0,L
INSTN_MSCENT_W92,Is the entertainment industry having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']",3,bi-polarity,FALSE,W92,0,0,1,L
INSTN_LBRUN_W92,Are labor unions having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']",3,bi-polarity,FALSE,W92,0,0,1,L
PROBOFF_a_W92,"How much of a problem, if any, would you say people being too easily offended by things others say is in the country today?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']",4,multi-tier,FALSE,W92,0,0,1,L
PROBOFF_b_W92,"How much of a problem, if any, would you say people saying things that are very offensive to others are in the country today?","['Major problem', 'Minor problem', 'Not a problem', 'Refused']",4,multi-tier,FALSE,W92,0,0,1,L
INSTN_K12_W92,Are k-12 public schools having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']",3,bi-polarity,FALSE,W92,0,0,1,L
INSTN_BNKS_W92,Are banks and other financial institutions having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']",3,bi-polarity,FALSE,W92,0,0,1,L
INSTN_TECHCMP_W92,Are technology companies having a positive or negative effect on the way things are going in the country these days?,"['Positive effect', 'Negative effect', 'Refused']",3,bi-polarity,FALSE,W92,0,0,1,L
GUNSOCIETY_W26,Do you feel that society in general tends to look at most gun owners in a positive way or a negative way?,"['Positive way', 'Negative way', 'Refused']",3,bi-polarity,FALSE,W26,0,0,1,L
GUNCOMMUNITY_W26,Do you feel that people in your local community tend to look at most gun owners in a positive way or a negative way?,"['Positive way', 'Negative way', 'Refused']",3,bi-polarity,FALSE,W26,1,0,0,L
POLICY2_W42,"Which of these statements comes closer to your own view, even if neither is exactly right?","['Public opinion should play an important role to guide policy decisions about scientific issues', 'Public opinion should not play an important role to guide policy decisions about scientific issues because these issues', 'Refused']",3,bi-statement,FALSE,W42,0,0,1,L
HAPPENc_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? Race relations will improve/get worse","['Race relations will improve', 'Race relations will get worse', 'Refused']",3,bi-polarity,FALSE,W41,1,0,0,L
GAP21Q11_W82,"Which statement comes closer to your view, even if neither is exactly right? America's economy is","['Recovering from the effects of the coronavirus outbreak in ways that show the strengths of its economic system', 'Failing to recover from the effects of the coronavirus outbreak in ways that show the weaknesses of its economic system', 'Refused']",3,bi-polarity,FALSE,W82,0,0,1,L
RELIG_GOV_W92,Please choose the statement that comes closer to your own views.,"['Religion should be kept separate from government policies', 'Government policies should support religious values and beliefs', 'Refused']",3,bi-statement,FALSE,W92,1,0,0,L
HAPPENg_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? Religion will become less/about as important","['Religion will become less important', 'Religion will be about as important as it is now', 'Refused']",3,bi-polarity,FALSE,W41,1,0,0,L
DIGWDOG_3_W45,"Thinking about the news that your friends, family and acquaintances post or send you online about political and social issues, overall, do you think the mix of news you get from them","['Represents just one side', 'Represents more than one side', ""They don't send me news about political and social issues"", 'Refused']",4,multi-choice,FALSE,W45,0,0,1,L
HIGHED_W36,"Now, thinking about the higher education system, that is colleges and universities, in the United States today","['Right direction', 'Wrong direction', 'Refused']",3,bi-polarity,FALSE,W36,0,0,1,L
SCM3_W42,"Which of these statements comes closer to your own view, even if neither is exactly right?","['Scientists make judgments based solely on the facts', ""Scientists' judgments are just as likely to be biased as other people's"", 'Refused']",3,bi-statement,FALSE,W42,0,1,0,L
POLICY1_W42,"Which of these statements comes closer to your own view, even if neither is exactly right?","['Scientists should take an active role in public policy debates about scientific issues', 'Scientists should focus on establishing sound scientific facts and stay out of public policy debates', 'Refused']",3,bi-statement,FALSE,W42,0,0,1,L
SMSHARER_W45,"On social media, do you think of yourself more as a","['Sharer of news', 'Receiver of news', 'Refused']",3,bi-statement,FALSE,W45,0,0,1,L
DRONE4A_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? Near people's homes,"['Should be allowed', 'Should not be allowed', 'It depends', 'Refused']",4,multi-choice,FALSE,W27,0,1,0,L
DRONE4B_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? Near crime scenes or traffic accidents,"['Should be allowed', 'Should not be allowed', 'It depends', 'Refused']",4,multi-choice,FALSE,W27,0,1,0,L
DRONE4C_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? On beaches,"['Should be allowed', 'Should not be allowed', 'It depends', 'Refused']",4,multi-choice,FALSE,W27,0,1,0,L
DRONE4D_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? In public parks,"['Should be allowed', 'Should not be allowed', 'It depends', 'Refused']",4,multi-choice,FALSE,W27,0,1,0,L
DRONE4E_W27,"Do you think that private citizens should or should not be allowed to pilot drones in the following areas? At events, like concerts or rallies","['Should be allowed', 'Should not be allowed', 'It depends', 'Refused']",4,multi-choice,FALSE,W27,0,1,0,L
INEQ11_W54,"In order to address economic inequality in this country, do you think the government","['Should raise taxes on people like you', 'Should not raise taxes on people like you', 'Refused']",3,bi-statement,FALSE,W54,0,0,1,L
INEQ10_W54,"In order to address economic inequality in this country, do you think the government","['Should raise taxes on the wealthiest Americans', 'Should not raise taxes on the wealthiest Americans', 'Refused']",3,bi-statement,FALSE,W54,0,0,1,L
FAMSURV4_W50,Which statement comes closer to your view?,"['Society is better off if couples who want to stay together long-term eventually get married', 'Society is just as well off if couples who want to stay together long-term decide not to marry', 'Refused']",3,bi-statement,FALSE,W50,1,0,0,L
MARRFAM_W92,Please choose the statement that comes closer to your own views.,"['Society is better off if people make marriage and having children a priority', 'Society is just as well off if people have priorities other than marriage and children', 'Refused']",3,bi-statement,FALSE,W92,1,0,0,L
INEQ2_W54,Do you think that,"['Some amount of economic inequality is acceptable', 'No amount of economic inequality is acceptable', 'Refused']",3,bi-statement,FALSE,W54,0,0,1,L
SSCUT_W41,"Thinking about the long-term future of Social Security, which statement comes closer to your view, even if neither is exactly right?","['Some reductions in benefits for future retirees will need to be made', 'Social Security benefits should not be reduced in any way', 'Refused']",3,bi-statement,FALSE,W41,0,0,1,L
ONLINESOURCE_W45,"In general, does most of the news you see online come from","['Sources you are familiar with', 'Sources you are not familiar with', 'Not sure', 'Refused']",4,multi-choice,FALSE,W45,0,0,1,L
MOVERURAL_W32,"If you could move to a different community, would you want to","['Stay in a rural area', 'Move to an urban area', 'Move to a suburban area', 'Refused']",4,multi-choice,FALSE,W32,0,0,1,L
MOVESUBURB_W32,"If you could move to a different community, would you want to","['Stay in a suburban area', 'Move to an urban area', 'Move to a rural area', 'Refused']",4,multi-choice,FALSE,W32,0,0,1,L
MOVEURBAN_W32,"If you could move to a different community, would you want to","['Stay in an urban area', 'Move to a suburban area', 'Move to a rural area', 'Refused']",4,multi-choice,FALSE,W32,0,0,1,L
RACESURV9_W43,"When race or race relations comes up in your conversations with family and friends, is it","['Always with people who are the same race as you', 'Mostly with people who are the same race as you', 'Mostly with people who are not the same race as you', 'Always with people who are not the same race as you', 'Both about equally', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV47a_W43,"For each, please indicate if you, personally, think it is acceptable. A sports team using Native American tribal names or images as mascots","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV47b_W43,"For each, please indicate if you, personally, think it is acceptable. A black person using the n-word","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV47c_W43,"For each, please indicate if you, personally, think it is acceptable. A white person using the n-word","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV47d_W43,"For each, please indicate if you, personally, think it is acceptable. Casting an actor to play a character of a race or ethnicity other than their own","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV47e_W43,"For each, please indicate if you, personally, think it is acceptable. A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
RACESURV47f_W43,"For each, please indicate if you, personally, think it is acceptable. A white person using makeup to darken their skin so they appear to be a different race as part of a Halloween costume","['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']",6,scale-opinion,FALSE,W43,1,0,0,L
MISINFT_W32,"Thinking about news and information online, including social media which comes closer to your own view?","['Technology companies should take steps to restrict false information online', ""People's freedom to publish and access information should be protected"", 'Refused']",3,bi-statement,FALSE,W32,0,0,1,L
INFOKNOWa_W45,How do you feel about the average American's ability to recognize the following type of news and information? Made-up information that is intended to mislead the public,"['The average American should be able to recognize it', 'It is too much to ask of the average American to be able to recognize it', 'Refused']",3,bi-statement,FALSE,W45,0,0,1,L
INFOKNOWb_W45,How do you feel about the average American's ability to recognize the following type of news and information? Satire about an issue or event,"['The average American should be able to recognize it', 'It is too much to ask of the average American to be able to recognize it', 'Refused']",3,bi-statement,FALSE,W45,0,0,1,L
INFOKNOWc_W45,How do you feel about the average American's ability to recognize the following type of news and information? Breaking information that is published before everything is verified,"['The average American should be able to recognize it', 'It is too much to ask of the average American to be able to recognize it', 'Refused']",3,bi-statement,FALSE,W45,0,0,1,L
INFOKNOWd_W45,How do you feel about the average American's ability to recognize the following type of news and information? Factual information presented to favor one side of an issue,"['The average American should be able to recognize it', 'It is too much to ask of the average American to be able to recognize it', 'Refused']",3,bi-statement,FALSE,W45,0,0,1,L
INFOKNOWe_W45,How do you feel about the average American's ability to recognize the following type of news and information? A video or image that is altered or made up to mislead the public,"['The average American should be able to recognize it', 'It is too much to ask of the average American to be able to recognize it', 'Refused']",3,bi-statement,FALSE,W45,0,0,1,L
POSNEGCO_W49,"On balance, which would you say most accurately describes how you feel?","['The benefits I get from companies collecting data about me outweigh the potential risks', 'The potential risks of companies collecting data about me outweigh the benefits I get', 'Refused']",3,bi-statement,FALSE,W49,0,0,1,L
POSNEGGOV_W49,"On balance, which would you say most accurately describes how you feel?","['The benefits the government can provide by collecting data about me and others outweigh the potential risks', 'The potential risks of the government collecting data about me and others outweigh the benefits it can provide', 'Refused']",3,bi-statement,FALSE,W49,0,0,1,L
PEACESTR_W92,Please choose the statement that comes closer to your own views.,"['The best way to ensure peace is through military strength', 'Good diplomacy is the best way to ensure peace', 'Refused']",3,bi-statement,FALSE,W92,0,0,1,L
HAPPENj_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? The country will be more/less politically divided","['The country will be more politically divided', 'The country will be less politically divided', 'Refused']",3,bi-polarity,FALSE,W41,0,0,1,L
ECONFAIR_W53,Please choose the statement that comes closer to your own views,"['The economic system in this country unfairly favors powerful interests', 'The economic system in this country is generally fair to most Americans', 'Refused']",3,bi-statement,FALSE,W53,0,0,1,L
ECONFAIR_W92,Please choose the statement that comes closer to your own views.,"['The economic system in this country unfairly favors powerful interests', 'The economic system in this country is generally fair to most Americans', 'Refused']",3,bi-statement,FALSE,W92,0,0,1,L
ECONFAIR2_W32,Which statement comes closer to your own views?,"['The economic system in this country unfairly favors powerful interests', 'The economic system in this country is generally fair to most Americans', 'Refused']",3,bi-statement,FALSE,W32,0,0,1,L
INFORESTRICTa_W45,Which comes closer to your view about the following type of news and information? Made-up information that is intended to mislead the public,"['The freedom to publish and access it should be protected', 'Steps should be taken to restrict it', 'Refused']",3,bi-statement,FALSE,W45,0,0,1,L
INFORESTRICTb_W45,Which comes closer to your view about the following type of news and information? Satire about an issue or event,"['The freedom to publish and access it should be protected', 'Steps should be taken to restrict it', 'Refused']",3,bi-statement,FALSE,W45,0,0,1,L
INFORESTRICTc_W45,Which comes closer to your view about the following type of news and information? Breaking information that is published before everything is verified,"['The freedom to publish and access it should be protected', 'Steps should be taken to restrict it', 'Refused']",3,bi-statement,FALSE,W45,0,0,1,L
INFORESTRICTd_W45,Which comes closer to your view about the following type of news and information? Factual information presented to favor one side of an issue,"['The freedom to publish and access it should be protected', 'Steps should be taken to restrict it', 'Refused']",3,bi-statement,FALSE,W45,0,0,1,L
INFORESTRICTe_W45,Which comes closer to your view about the following type of news and information? A video or image that is altered or made up to mislead the public,"['The freedom to publish and access it should be protected', 'Steps should be taken to restrict it', 'Refused']",3,bi-statement,FALSE,W45,0,0,1,L
HAPPENe_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? The gap between the rich and the poor will grow/get smaller","['The gap between the rich and the poor will grow', 'The gap between the rich and the poor will get smaller', 'Refused']",3,bi-polarity,FALSE,W41,0,0,1,L
ROBJOB6_W27,"Which of the following statements best describes how you feel, even if neither is exactly right?","['The government would have an obligation to take care of people whose jobs are displaced by robots and computers', 'Individuals would have an obligation to take care of their own financial well-being, even if robots and computers', 'Refused']",3,bi-statement,FALSE,W27,0,0,1,L
RESTRICTWHO_W45,Who do you think has the most responsibility to reduce the amount of made-up news and information?,"['The government', 'Technology companies', 'The public', 'The news media', 'None of these', 'Refused']",6,multi-choice,FALSE,W45,0,0,1,L
IMMCULT2_W32,Which statement comes closer to your own views?,"['The growing number of newcomers from other countries threatens traditional American customs and values', 'The growing number of newcomers from other countries strengthens American society', 'Refused']",3,bi-statement,FALSE,W32,0,0,1,L
WOMENOBS_W92,Please choose the statement that comes closer to your own views.,"['The obstacles that once made it harder for women than men to get ahead are now largely gone', 'There are still significant obstacles that make it harder for women to get ahead than men', 'Refused']",3,bi-statement,FALSE,W92,1,0,0,L
WOMENOPPS_W32,Which statement comes closer to your own views?,"['The obstacles that once made it harder for women than men to get ahead are now largely gone', 'There are still significant obstacles that make it harder for women to get ahead than men', 'Refused']",3,bi-statement,FALSE,W32,1,0,0,L
HAPPENf_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? The public education system will improve/get worse","['The public education system will improve', 'The public education system will get worse', 'Refused']",3,bi-polarity,FALSE,W41,0,0,1,L
SCM2_W42,Which of the following best describes what you think about the scientific method?,"['The scientific method generally produces accurate conclusions', 'The scientific method can be used to produce any conclusion the researcher wants', 'Refused']",3,bi-statement,FALSE,W42,0,1,0,L
HAPPENa_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? The U.S. economy will be stronger/weaker","['The U.S. economy will be stronger', 'The U.S. economy will be weaker', 'Refused']",3,bi-polarity,FALSE,W41,0,0,1,L
MISINFG_W32,"Thinking about news and information online, including social media which comes closer to your own view?","['The U.S. government should take steps to restrict false information online', ""People's freedom to publish and access information should be protected"", 'Refused']",3,bi-statement,FALSE,W32,0,0,1,L
HAPPENd_W41,"Still thinking ahead 30 years, which do you think is more likely to happen in the U.S.? The U.S. will be more/less important in the world","['The U.S. will be more important in the world', 'The U.S. will be less important in the world', 'Refused']",3,bi-polarity,FALSE,W41,0,0,1,L
RACESURV16_W43,"When it comes to improving race relations, do you think it is more important for people to focus on","['The unique experiences of different racial and ethnic groups', 'What different racial and ethnic groups have in common', 'Refused']",3,bi-statement,FALSE,W43,1,0,0,L
SMLIKESa_W45,How much is each of the following a reason why you click on links to news stories on social media? The story was something I had been following in the news,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",4,multi-tier,FALSE,W45,0,0,1,L
SMLIKESb_W45,How much is each of the following a reason why you click on links to news stories on social media? A friend recommended the story,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",4,multi-tier,FALSE,W45,0,0,1,L
SMLIKESc_W45,How much is each of the following a reason why you click on links to news stories on social media? The story was published by a news organization I prefer,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",4,multi-tier,FALSE,W45,0,0,1,L
SMLIKESd_W45,"How much is each of the following a reason why you click on links to news stories on social media? The story had a lot of shares, comments or likes","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",4,multi-tier,FALSE,W45,0,0,1,L
SMLIKESe_W45,How much is each of the following a reason why you click on links to news stories on social media? I was interested in the topic,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",4,multi-tier,FALSE,W45,0,0,1,L
SMLIKESf_W45,How much is each of the following a reason why you click on links to news stories on social media? The story was surprising or entertaining,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']",4,multi-tier,FALSE,W45,0,0,1,L
GOODJOBS_W29,"In general, thinking about job opportunities where you live, would you say that","['There are plenty of good jobs available', 'Good jobs are difficult to find', 'Refused']",3,bi-statement,FALSE,W29,0,0,1,L
ABORTIONALLOW_W32,Which statement comes closer to your own views?,"['There are some situations in which abortion should be allowed', 'There are no situations at all where abortion should be allowed', 'Refused']",3,bi-statement,FALSE,W32,0,0,1,L
ABORTIONRESTR_W32,Which statement comes closer to your own views?,"['There are some situations in which abortion should be restricted', 'There are no situations at all where abortion should be restricted', 'Refused']",3,bi-statement,FALSE,W32,0,0,1,L
GAP21Q18_W82,"Which statement comes closer to your view, even if neither is exactly right? The US should","['Try to promote human rights in China, even if it harms economic relations with China', 'Prioritize strengthening economic relations with China, even if it means not addressing human rights issues', 'Refused']",3,bi-statement,FALSE,W82,0,0,1,L
SUPERPWR_W92,"In the future, do you think","['U.S. policies should try to keep it so America is the only military superpower', 'It would be acceptable if another country became as militarily powerful as the U.S.', 'Refused']",3,bi-statement,FALSE,W92,0,0,1,L
TRACKCO1a_W49,"As far as you know, how much of what you do online or on your cellphone is being tracked by advertisers, technology firms or other companies?","['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']",6,scale-opinion,FALSE,W49,0,0,1,L
TRACKCO1b_W49,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by advertisers, technology firms or other companies?","['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']",6,scale-opinion,FALSE,W49,0,0,1,L
MADEUPSOLVE_W45,"Within the next five years, do you think the issue of made-up news and information will","['Get better', 'Stay the same', 'Get worse', 'Refused']",4,multi-goldilocks,FALSE,W45,0,0,1,L
TRACKGOV1a_W49,"As far as you know, how much of what you do online or on your cellphone is being tracked by the government?","['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']",6,scale-opinion,FALSE,W49,0,1,0,L
TRACKGOV1b_W49,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by the government?","['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']",6,scale-opinion,FALSE,W49,0,1,0,L
NEIGHSAMEA_W32,"As far as you know, how many of your neighbors are the same race or ethnicity as you","['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']",6,scale-opinion,FALSE,W32,1,0,0,L
NEIGHSAMEB_W32,"As far as you know, how many of your neighbors are the same social class as you","['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']",6,scale-opinion,FALSE,W32,1,0,0,L
NEIGHSAMEC_W32,"As far as you know, how many of your neighbors have the same political views as you","['All of them', 'Most of them', 'About half', 'Only some of them', 'None of them', 'Refused']",6,scale-opinion,FALSE,W32,1,0,0,L
SOLVPROBa_W41,"In the future, what kind of an impact do you think science and technology will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",5,scale-opinion,FALSE,W41,0,1,0,L
SOLVPROBb_W41,"In the future, what kind of an impact do you think major corporations will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",5,scale-opinion,FALSE,W41,0,0,1,L
SOLVPROBc_W41,"In the future, what kind of an impact do you think religious groups will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",5,scale-opinion,FALSE,W41,1,0,0,L
SOLVPROBdF1_W41,"In the future, what kind of an impact do you think the government in Washington will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",5,scale-opinion,FALSE,W41,0,0,1,L
SOLVPROBeF2_W41,"In the future, what kind of an impact do you think state and local government will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",5,scale-opinion,FALSE,W41,0,0,1,L
SOLVPROBf_W41,"In the future, what kind of an impact do you think the news media will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",5,scale-opinion,FALSE,W41,0,0,1,L
SOLVPROBg_W41,"In the future, what kind of an impact do you think the military will have in solving the biggest problems facing the country?","['A very positive impact', 'A somewhat positive impact', 'A somewhat negative impact', 'A very negative impact', 'Refused']",5,scale-opinion,FALSE,W41,0,0,1,L
ESSENPOLF1A_W36,"In general, how important, if at all, is it to you for someone in high political office to be honest and ethical?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
ESSENPOLF1B_W36,"In general, how important, if at all, is it to you for someone in high political office to be compassionate and empathetic?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
ESSENPOLF1C_W36,"In general, how important, if at all, is it to you for someone in high political office to be able to work out compromises?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
ESSENPOLF1D_W36,"In general, how important, if at all, is it to you for someone in high political office to work well under pressure?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
ESSENPOLF1E_W36,"In general, how important, if at all, is it to you for someone in high political office to be willing to take risks?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
ESSENPOLF1F_W36,"In general, how important, if at all, is it to you for someone in high political office to stand up for what they believe in, despite political pressure?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
ESSENPOLF1G_W36,"In general, how important, if at all, is it to you for someone in high political office to be persuasive?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
ESSENPOLF1H_W36,"In general, how important, if at all, is it to you for someone in high political office to maintain a tone of civility and respect in politics?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
ESSENPOLF1I_W36,"In general, how important, if at all, is it to you for someone in high political office to serve as a role model for children?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
ESSENBIZF2A_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to be honest and ethical?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
ESSENBIZF2B_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to be compassionate and empathetic?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
ESSENBIZF2C_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to be able to work out compromises?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
ESSENBIZF2D_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to work well under pressure?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
ESSENBIZF2E_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to be willing to take risks?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
ESSENBIZF2F_W36,"In general, how important, if at all, is it to you for someone in a top executive business position to value people from different backgrounds?","['Essential', 'Important, but not essential', 'Not important', 'Refused']",4,multi-tier,FALSE,W36,0,0,1,L
