key,num options,orig alpha,reversed alpha
WORK4A_W27,3,"Thinking about how demanding your work is, has technology generally made your work
A. More demanding
B. Less demanding
C. No impact either way","Thinking about how demanding your work is, has technology generally made your work
A. No impact either way
B. Less demanding
C. More demanding"
WORK4B_W27,3,"Thinking about how interesting your work is, has technology generally made your work
A. More interesting
B. Less interesting
C. No impact either way","Thinking about how interesting your work is, has technology generally made your work
A. No impact either way
B. Less interesting
C. More interesting"
WORK4C_W27,3,"Thinking about opportunities for advancement in your career, do you feel that technology has
A. Increased your opportunities
B. Decreased your opportunities
C. No impact either way","Thinking about opportunities for advancement in your career, do you feel that technology has
A. No impact either way
B. Decreased your opportunities
C. Increased your opportunities"
HIRING6A_W27,3,"Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to hiring candidates who are well-qualified
A. Better job than humans
B. Worse job than humans
C. About the same","Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to hiring candidates who are well-qualified
A. About the same
B. Worse job than humans
C. Better job than humans"
HIRING6B_W27,3,"Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to hiring candidates who fit well with the company's culture
A. Better job than humans
B. Worse job than humans
C. About the same","Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to hiring candidates who fit well with the company's culture
A. About the same
B. Worse job than humans
C. Better job than humans"
HIRING6C_W27,3,"Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to choosing candidates from a diverse range of backgrounds
A. Better job than humans
B. Worse job than humans
C. About the same","Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to choosing candidates from a diverse range of backgrounds
A. About the same
B. Worse job than humans
C. Better job than humans"
HIRING6D_W27,3,"Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to providing opportunities for candidates with non-traditional experiences
A. Better job than humans
B. Worse job than humans
C. About the same","Do you think computer programs for hiring would do a better job, a worse job, or do about the same as humans when it comes to providing opportunities for candidates with non-traditional experiences
A. About the same
B. Worse job than humans
C. Better job than humans"
HIRING7A_W27,3,"Would you feel better or worse about computer programs making hiring decisions if these computer programs included public data about each candidate - such as the material they post on social media - in making their evaluations
A. Better
B. Worse
C. No difference","Would you feel better or worse about computer programs making hiring decisions if these computer programs included public data about each candidate - such as the material they post on social media - in making their evaluations
A. No difference
B. Worse
C. Better"
HIRING7B_W27,3,"Would you feel better or worse about computer programs making hiring decisions if companies used these computer programs to conduct initial screenings of potential candidates, but then interviewed those candidates in the traditional way
A. Better
B. Worse
C. No difference","Would you feel better or worse about computer programs making hiring decisions if companies used these computer programs to conduct initial screenings of potential candidates, but then interviewed those candidates in the traditional way
A. No difference
B. Worse
C. Better"
DRONE4A_W27,3,"Do you think that private citizens should or should not be allowed to pilot drones in the following areas? Near people's homes
A. Should be allowed
B. Should not be allowed
C. It depends","Do you think that private citizens should or should not be allowed to pilot drones in the following areas? Near people's homes
A. It depends
B. Should not be allowed
C. Should be allowed"
DRONE4B_W27,3,"Do you think that private citizens should or should not be allowed to pilot drones in the following areas? Near crime scenes or traffic accidents
A. Should be allowed
B. Should not be allowed
C. It depends","Do you think that private citizens should or should not be allowed to pilot drones in the following areas? Near crime scenes or traffic accidents
A. It depends
B. Should not be allowed
C. Should be allowed"
DRONE4C_W27,3,"Do you think that private citizens should or should not be allowed to pilot drones in the following areas? On beaches
A. Should be allowed
B. Should not be allowed
C. It depends","Do you think that private citizens should or should not be allowed to pilot drones in the following areas? On beaches
A. It depends
B. Should not be allowed
C. Should be allowed"
DRONE4D_W27,3,"Do you think that private citizens should or should not be allowed to pilot drones in the following areas? In public parks
A. Should be allowed
B. Should not be allowed
C. It depends","Do you think that private citizens should or should not be allowed to pilot drones in the following areas? In public parks
A. It depends
B. Should not be allowed
C. Should be allowed"
DRONE4E_W27,3,"Do you think that private citizens should or should not be allowed to pilot drones in the following areas? At events, like concerts or rallies
A. Should be allowed
B. Should not be allowed
C. It depends","Do you think that private citizens should or should not be allowed to pilot drones in the following areas? At events, like concerts or rallies
A. It depends
B. Should not be allowed
C. Should be allowed"
WORLDDANGER_W26,3,"Compared to 50 years ago, do you think
A. We live in a safer world
B. We live in a more dangerous world
C. The world we live in is neither safer nor more dangerous","Compared to 50 years ago, do you think
A. The world we live in is neither safer nor more dangerous
B. We live in a more dangerous world
C. We live in a safer world"
WORRYA_W26,3,"How much, if at all, do you worry about the following happening to you? Having your home broken into
A. Worry a lot
B. Worry a little
C. Do not worry at all","How much, if at all, do you worry about the following happening to you? Having your home broken into
A. Do not worry at all
B. Worry a little
C. Worry a lot"
WORRYB_W26,3,"How much, if at all, do you worry about the following happening to you? Being the victim of a terrorist attack
A. Worry a lot
B. Worry a little
C. Do not worry at all","How much, if at all, do you worry about the following happening to you? Being the victim of a terrorist attack
A. Do not worry at all
B. Worry a little
C. Worry a lot"
WORRYC_W26,3,"How much, if at all, do you worry about the following happening to you? Losing your job
A. Worry a lot
B. Worry a little
C. Do not worry at all","How much, if at all, do you worry about the following happening to you? Losing your job
A. Do not worry at all
B. Worry a little
C. Worry a lot"
WORRYD_W26,3,"How much, if at all, do you worry about the following happening to you? Not being able to pay your bills
A. Worry a lot
B. Worry a little
C. Do not worry at all","How much, if at all, do you worry about the following happening to you? Not being able to pay your bills
A. Do not worry at all
B. Worry a little
C. Worry a lot"
WORRYE_W26,3,"How much, if at all, do you worry about the following happening to you? Being the victim of a violent crime
A. Worry a lot
B. Worry a little
C. Do not worry at all","How much, if at all, do you worry about the following happening to you? Being the victim of a violent crime
A. Do not worry at all
B. Worry a little
C. Worry a lot"
WORRYF_W26,3,"How much, if at all, do you worry about the following happening to you? Being the victim of a mass shooting
A. Worry a lot
B. Worry a little
C. Do not worry at all","How much, if at all, do you worry about the following happening to you? Being the victim of a mass shooting
A. Do not worry at all
B. Worry a little
C. Worry a lot"
WORRYG_W26,3,"How much, if at all, do you worry about the following happening to you? Having a personal health crisis
A. Worry a lot
B. Worry a little
C. Do not worry at all","How much, if at all, do you worry about the following happening to you? Having a personal health crisis
A. Do not worry at all
B. Worry a little
C. Worry a lot"
GUNSAFE2_W26,3,"Would having a gun in your household make you feel
A. Safer than you feel without a gun in your household
B. Less safe than you feel without a gun in your household
C. No more or less safe","Would having a gun in your household make you feel
A. No more or less safe
B. Less safe than you feel without a gun in your household
C. Safer than you feel without a gun in your household"
SUCCESSIMPA_W32,3,"How important, if at all, do you think a college education is in helping a young person succeed in the world today?
A. Essential
B. Important but not essential
C. Not important","How important, if at all, do you think a college education is in helping a young person succeed in the world today?
A. Not important
B. Important but not essential
C. Essential"
SUCCESSIMPB_W32,3,"How important, if at all, do you think knowing how to get along with people is in helping a young person succeed in the world today?
A. Essential
B. Important but not essential
C. Not important","How important, if at all, do you think knowing how to get along with people is in helping a young person succeed in the world today?
A. Not important
B. Important but not essential
C. Essential"
SUCCESSIMPC_W32,3,"How important, if at all, do you think a good work ethic is in helping a young person succeed in the world today?
A. Essential
B. Important but not essential
C. Not important","How important, if at all, do you think a good work ethic is in helping a young person succeed in the world today?
A. Not important
B. Important but not essential
C. Essential"
SUCCESSIMPD_W32,3,"How important, if at all, do you think work skills learned on the job is in helping a young person succeed in the world today?
A. Essential
B. Important but not essential
C. Not important","How important, if at all, do you think work skills learned on the job is in helping a young person succeed in the world today?
A. Not important
B. Important but not essential
C. Essential"
FEDSHAREA_W32,3,"Thinking about how the federal government spends money, do you think urban areas get
A. More than their fair share
B. Less than their fair share
C. About the right amount","Thinking about how the federal government spends money, do you think urban areas get
A. About the right amount
B. Less than their fair share
C. More than their fair share"
FEDSHAREB_W32,3,"Thinking about how the federal government spends money, do you think suburban areas get
A. More than their fair share
B. Less than their fair share
C. About the right amount","Thinking about how the federal government spends money, do you think suburban areas get
A. About the right amount
B. Less than their fair share
C. More than their fair share"
FEDSHAREC_W32,3,"Thinking about how the federal government spends money, do you think rural areas get
A. More than their fair share
B. Less than their fair share
C. About the right amount","Thinking about how the federal government spends money, do you think rural areas get
A. About the right amount
B. Less than their fair share
C. More than their fair share"
LOCALPROBA_W32,3,"How much, if at all, is availability of jobs a problem in your local community?
A. Major problem in my local community
B. Minor problem in my local community
C. Not a problem in my local community","How much, if at all, is availability of jobs a problem in your local community?
A. Not a problem in my local community
B. Minor problem in my local community
C. Major problem in my local community"
LOCALPROBB_W32,3,"How much, if at all, is drug addiction a problem in your local community?
A. Major problem in my local community
B. Minor problem in my local community
C. Not a problem in my local community","How much, if at all, is drug addiction a problem in your local community?
A. Not a problem in my local community
B. Minor problem in my local community
C. Major problem in my local community"
LOCALPROBC_W32,3,"How much, if at all, is access to grocery stores a problem in your local community?
A. Major problem in my local community
B. Minor problem in my local community
C. Not a problem in my local community","How much, if at all, is access to grocery stores a problem in your local community?
A. Not a problem in my local community
B. Minor problem in my local community
C. Major problem in my local community"
LOCALPROBD_W32,3,"How much, if at all, is access to good doctors and hospitals a problem in your local community?
A. Major problem in my local community
B. Minor problem in my local community
C. Not a problem in my local community","How much, if at all, is access to good doctors and hospitals a problem in your local community?
A. Not a problem in my local community
B. Minor problem in my local community
C. Major problem in my local community"
LOCALPROBE_W32,3,"How much, if at all, is access to high-speed internet a problem in your local community?
A. Major problem in my local community
B. Minor problem in my local community
C. Not a problem in my local community","How much, if at all, is access to high-speed internet a problem in your local community?
A. Not a problem in my local community
B. Minor problem in my local community
C. Major problem in my local community"
LOCALPROBF_W32,3,"How much, if at all, is access to public transportation a problem in your local community?
A. Major problem in my local community
B. Minor problem in my local community
C. Not a problem in my local community","How much, if at all, is access to public transportation a problem in your local community?
A. Not a problem in my local community
B. Minor problem in my local community
C. Major problem in my local community"
LOCALPROBG_W32,3,"How much, if at all, is racism a problem in your local community?
A. Major problem in my local community
B. Minor problem in my local community
C. Not a problem in my local community","How much, if at all, is racism a problem in your local community?
A. Not a problem in my local community
B. Minor problem in my local community
C. Major problem in my local community"
LOCALPROBH_W32,3,"How much, if at all, is availability of affordable housing a problem in your local community?
A. Major problem in my local community
B. Minor problem in my local community
C. Not a problem in my local community","How much, if at all, is availability of affordable housing a problem in your local community?
A. Not a problem in my local community
B. Minor problem in my local community
C. Major problem in my local community"
LOCALPROBI_W32,3,"How much, if at all, is poverty a problem in your local community?
A. Major problem in my local community
B. Minor problem in my local community
C. Not a problem in my local community","How much, if at all, is poverty a problem in your local community?
A. Not a problem in my local community
B. Minor problem in my local community
C. Major problem in my local community"
LOCALPROBJ_W32,3,"How much, if at all, is crime a problem in your local community?
A. Major problem in my local community
B. Minor problem in my local community
C. Not a problem in my local community","How much, if at all, is crime a problem in your local community?
A. Not a problem in my local community
B. Minor problem in my local community
C. Major problem in my local community"
LOCALPROBK_W32,3,"How much, if at all, is the quality of K-12 education in the public schools a problem in your local community?
A. Major problem in my local community
B. Minor problem in my local community
C. Not a problem in my local community","How much, if at all, is the quality of K-12 education in the public schools a problem in your local community?
A. Not a problem in my local community
B. Minor problem in my local community
C. Major problem in my local community"
LOCALPROBL_F1_W32,3,"How much, if at all, is the condition of roads, bridges and other infrastructure a problem in your local community?
A. Major problem in my local community
B. Minor problem in my local community
C. Not a problem in my local community","How much, if at all, is the condition of roads, bridges and other infrastructure a problem in your local community?
A. Not a problem in my local community
B. Minor problem in my local community
C. Major problem in my local community"
LOCALPROBM_F2_W32,3,"How much, if at all, is traffic a problem in your local community?
A. Major problem in my local community
B. Minor problem in my local community
C. Not a problem in my local community","How much, if at all, is traffic a problem in your local community?
A. Not a problem in my local community
B. Minor problem in my local community
C. Major problem in my local community"
JOBSFUTURE_W32,3,"Looking ahead 10 years, do you expect the availability of jobs where you live to
A. Get better
B. Get worse
C. Stay about the same","Looking ahead 10 years, do you expect the availability of jobs where you live to
A. Stay about the same
B. Get worse
C. Get better"
HARASS1A_W32,3,"When it comes to sexual harassment in the workplace today, how much of a problem, if at all, would you say women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is?
A. Major problem
B. Minor problem
C. Not a problem","When it comes to sexual harassment in the workplace today, how much of a problem, if at all, would you say women claiming they have experienced sexual harassment or assault when it hasn't actually occurred is?
A. Not a problem
B. Minor problem
C. Major problem"
HARASS1B_W32,3,"When it comes to sexual harassment in the workplace today, how much of a problem, if at all, would you say employers firing men who have been accused of sexual harassment or assault before finding out all the facts are?
A. Major problem
B. Minor problem
C. Not a problem","When it comes to sexual harassment in the workplace today, how much of a problem, if at all, would you say employers firing men who have been accused of sexual harassment or assault before finding out all the facts are?
A. Not a problem
B. Minor problem
C. Major problem"
HARASS1C_W32,3,"When it comes to sexual harassment in the workplace today, how much of a problem, if at all, would you say men getting away with committing sexual harassment or assault is?
A. Major problem
B. Minor problem
C. Not a problem","When it comes to sexual harassment in the workplace today, how much of a problem, if at all, would you say men getting away with committing sexual harassment or assault is?
A. Not a problem
B. Minor problem
C. Major problem"
HARASS1D_W32,3,"When it comes to sexual harassment in the workplace today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is?
A. Major problem
B. Minor problem
C. Not a problem","When it comes to sexual harassment in the workplace today, how much of a problem, if at all, would you say women not being believed when they claim that they have experienced sexual harassment or assault is?
A. Not a problem
B. Minor problem
C. Major problem"
HARASS2F1_W32,3,"In the long run, do you think the increased focus on sexual harassment and assault will lead to
A. More opportunities for women in the workplace
B. Fewer opportunities for women in the workplace
C. Won't make much of a difference","In the long run, do you think the increased focus on sexual harassment and assault will lead to
A. Won't make much of a difference
B. Fewer opportunities for women in the workplace
C. More opportunities for women in the workplace"
MOVEURBAN_W32,3,"If you could move to a different community, would you want to
A. Stay in an urban area
B. Move to a suburban area
C. Move to a rural area","If you could move to a different community, would you want to
A. Move to a rural area
B. Move to a suburban area
C. Stay in an urban area"
MOVESUBURB_W32,3,"If you could move to a different community, would you want to
A. Stay in a suburban area
B. Move to an urban area
C. Move to a rural area","If you could move to a different community, would you want to
A. Move to a rural area
B. Move to an urban area
C. Stay in a suburban area"
MOVERURAL_W32,3,"If you could move to a different community, would you want to
A. Stay in a rural area
B. Move to an urban area
C. Move to a suburban area","If you could move to a different community, would you want to
A. Move to a suburban area
B. Move to an urban area
C. Stay in a rural area"
ETHNCMAJ_W32,3,"According to the U.S. Census Bureau, in the next 25 to 30 years, African Americans, Latinos, and people of Asian descent will make up a majority of the population. In general, do you think that this is
A. Good for the country
B. Bad for the country
C. Neither good nor bad for the country","According to the U.S. Census Bureau, in the next 25 to 30 years, African Americans, Latinos, and people of Asian descent will make up a majority of the population. In general, do you think that this is
A. Neither good nor bad for the country
B. Bad for the country
C. Good for the country"
MASC1F1_W29,3,"Thinking about how society sees men these days, in general, would you say
A. Most people look up to men who are manly or masculine
B. Most people look down on men who are manly or masculine
C. Neither","Thinking about how society sees men these days, in general, would you say
A. Neither
B. Most people look down on men who are manly or masculine
C. Most people look up to men who are manly or masculine"
FEM1F2_W29,3,"Thinking about how society sees women these days, in general, would you say
A. Most people look up to women who are womanly or feminine
B. Most people look down on women who are womanly or feminine
C. Neither","Thinking about how society sees women these days, in general, would you say
A. Neither
B. Most people look down on women who are womanly or feminine
C. Most people look up to women who are womanly or feminine"
TRANSGEND3_W29,3,"Which of the following statements comes closer to your feelings?
A. Our society has gone too far in accepting people who are transgender
B. Our society has not gone far enough in accepting people who are transgender
C. Our society has been about right when it comes to accepting people who are transgender","Which of the following statements comes closer to your feelings?
A. Our society has been about right when it comes to accepting people who are transgender
B. Our society has not gone far enough in accepting people who are transgender
C. Our society has gone too far in accepting people who are transgender"
SECUR1_W49,3,"On a different topic, compared with five years ago, do you feel your personal information is
A. More secure
B. Less secure
C. About the same","On a different topic, compared with five years ago, do you feel your personal information is
A. About the same
B. Less secure
C. More secure"
CONCERNGRPa_W49,3,"How concerned are you, if at all, about how much personal information law enforcement agencies might know about you?
A. Concerned a lot
B. Concerned a little
C. Not concerned","How concerned are you, if at all, about how much personal information law enforcement agencies might know about you?
A. Not concerned
B. Concerned a little
C. Concerned a lot"
CONCERNGRPb_W49,3,"How concerned are you, if at all, about how much personal information advertisers might know about you?
A. Concerned a lot
B. Concerned a little
C. Not concerned","How concerned are you, if at all, about how much personal information advertisers might know about you?
A. Not concerned
B. Concerned a little
C. Concerned a lot"
CONCERNGRPc_W49,3,"How concerned are you, if at all, about how much personal information your employer might know about you?
A. Concerned a lot
B. Concerned a little
C. Not concerned","How concerned are you, if at all, about how much personal information your employer might know about you?
A. Not concerned
B. Concerned a little
C. Concerned a lot"
CONCERNGRPd_W49,3,"How concerned are you, if at all, about how much personal information the companies you buy things from might know about you?
A. Concerned a lot
B. Concerned a little
C. Not concerned","How concerned are you, if at all, about how much personal information the companies you buy things from might know about you?
A. Not concerned
B. Concerned a little
C. Concerned a lot"
CONCERNGRPe_W49,3,"How concerned are you, if at all, about how much personal information your friends and family might know about you?
A. Concerned a lot
B. Concerned a little
C. Not concerned","How concerned are you, if at all, about how much personal information your friends and family might know about you?
A. Not concerned
B. Concerned a little
C. Concerned a lot"
CONCERNGRPf_W49,3,"How concerned are you, if at all, about how much personal information the social media sites you use might know about you?
A. Concerned a lot
B. Concerned a little
C. Not concerned","How concerned are you, if at all, about how much personal information the social media sites you use might know about you?
A. Not concerned
B. Concerned a little
C. Concerned a lot"
CONTROLGRPa_W49,3,"How much control, if any, do you think you have over who can access your posts and activities on social media?
A. A lot of control
B. A little control
C. No control","How much control, if any, do you think you have over who can access your posts and activities on social media?
A. No control
B. A little control
C. A lot of control"
CONTROLGRPb_W49,4,"How much control, if any, do you think you have over who can access the search terms you use online?
A. A lot of control
B. A little control
C. No control
D. Offline: does not have internet","How much control, if any, do you think you have over who can access the search terms you use online?
A. Offline: does not have internet
B. No control
C. A little control
D. A lot of control"
CONTROLGRPc_W49,3,"How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?
A. A lot of control
B. A little control
C. No control","How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?
A. No control
B. A little control
C. A lot of control"
CONTROLGRPd_W49,3,"How much control, if any, do you think you have over who can access your physical location?
A. A lot of control
B. A little control
C. No control","How much control, if any, do you think you have over who can access your physical location?
A. No control
B. A little control
C. A lot of control"
CONTROLGRPe_W49,4,"How much control, if any, do you think you have over who can access the websites you visit?
A. A lot of control
B. A little control
C. No control
D. Offline: does not have internet","How much control, if any, do you think you have over who can access the websites you visit?
A. Offline: does not have internet
B. No control
C. A little control
D. A lot of control"
CONTROLGRPf_W49,3,"How much control, if any, do you think you have over who can access the private conversations you've had online or using text messaging?
A. A lot of control
B. A little control
C. No control","How much control, if any, do you think you have over who can access the private conversations you've had online or using text messaging?
A. No control
B. A little control
C. A lot of control"
DATAUSEa_W49,3,"Do you think the following uses of data/information are acceptable or unacceptable? The government collecting data about all Americans to assess who might be a potential terrorist threat
A. Acceptable
B. Unacceptable
C. Not sure","Do you think the following uses of data/information are acceptable or unacceptable? The government collecting data about all Americans to assess who might be a potential terrorist threat
A. Not sure
B. Unacceptable
C. Acceptable"
DATAUSEb_W49,3,"Do you think the following uses of data/information are acceptable or unacceptable? Poorly performing schools sharing data about their students with a nonprofit group seeking to help improve educational outcomes
A. Acceptable
B. Unacceptable
C. Not sure","Do you think the following uses of data/information are acceptable or unacceptable? Poorly performing schools sharing data about their students with a nonprofit group seeking to help improve educational outcomes
A. Not sure
B. Unacceptable
C. Acceptable"
DATAUSEc_W49,3,"Do you think the following uses of data/information are acceptable or unacceptable? DNA testing companies sharing their customers' genetic data with law enforcement agencies in order to help solve crimes
A. Acceptable
B. Unacceptable
C. Not sure","Do you think the following uses of data/information are acceptable or unacceptable? DNA testing companies sharing their customers' genetic data with law enforcement agencies in order to help solve crimes
A. Not sure
B. Unacceptable
C. Acceptable"
DATAUSEd_W49,3,"Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease
A. Acceptable
B. Unacceptable
C. Not sure","Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease
A. Not sure
B. Unacceptable
C. Acceptable"
DATAUSEe_W49,3,"Do you think the following uses of data/information are acceptable or unacceptable? A social media company monitoring its users' posts for signs of depression, so they can identify people who are at risk of self-harm and connect them to counsel
A. Acceptable
B. Unacceptable
C. Not sure","Do you think the following uses of data/information are acceptable or unacceptable? A social media company monitoring its users' posts for signs of depression, so they can identify people who are at risk of self-harm and connect them to counsel
A. Not sure
B. Unacceptable
C. Acceptable"
DATAUSEf_W49,3,"Do you think the following uses of data/information are acceptable or unacceptable? Makers of smart speakers sharing audio recordings of their customers with law enforcement to help with criminal investigations
A. Acceptable
B. Unacceptable
C. Not sure","Do you think the following uses of data/information are acceptable or unacceptable? Makers of smart speakers sharing audio recordings of their customers with law enforcement to help with criminal investigations
A. Not sure
B. Unacceptable
C. Acceptable"
FACE4a_W49,3,"In your opinion, is it acceptable or unacceptable to use facial recognition technology in the following situations? Law enforcement agencies assessing potential security threats in public spaces
A. Acceptable
B. Unacceptable
C. Not sure","In your opinion, is it acceptable or unacceptable to use facial recognition technology in the following situations? Law enforcement agencies assessing potential security threats in public spaces
A. Not sure
B. Unacceptable
C. Acceptable"
FACE4b_W49,3,"In your opinion, is it acceptable or unacceptable to use facial recognition technology in the following situations? Companies automatically tracking the attendance of their employees
A. Acceptable
B. Unacceptable
C. Not sure","In your opinion, is it acceptable or unacceptable to use facial recognition technology in the following situations? Companies automatically tracking the attendance of their employees
A. Not sure
B. Unacceptable
C. Acceptable"
FACE4c_W49,3,"In your opinion, is it acceptable or unacceptable to use facial recognition technology in the following situations? Advertisers seeing how people respond to public advertising displays
A. Acceptable
B. Unacceptable
C. Not sure","In your opinion, is it acceptable or unacceptable to use facial recognition technology in the following situations? Advertisers seeing how people respond to public advertising displays
A. Not sure
B. Unacceptable
C. Acceptable"
FACE4d_W49,3,"In your opinion, is it acceptable or unacceptable to use facial recognition technology in the following situations? Apartment building landlords tracking who enters or leaves their buildings
A. Acceptable
B. Unacceptable
C. Not sure","In your opinion, is it acceptable or unacceptable to use facial recognition technology in the following situations? Apartment building landlords tracking who enters or leaves their buildings
A. Not sure
B. Unacceptable
C. Acceptable"
